banque,nom_agence,ville,localisation,note,sentiment,avis,topic,date_avis,langue,topic_clean,topic_name,topic_category
CIH Bank,CIH Bank,Settat,"Bd Hassan II, Settat 26000",0.0,Neutre,accueillir merci d'avoir partagé votre avis nous serons heureux de vous accueillir dans nos agences,"Topic 6: remerc, plais, avis",06/05/2025,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank,Tétouan,"LOTISSEMENT TOUABEL، LOT 239 Av. des FAR, Tetouan 93000",0.0,Neutre,service 0,Expérience générale,06/05/2025,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank,Agadir,"Av.Mohammedia Residence Essaada Gh7,im 40, Agadir 80000",0.0,Neutre,service 00000,Expérience générale,06/05/2025,mixed,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank,Meknès,"Lotissmt، Avenue Saida، Alem 5 Lot5, Meknes 50000",0.0,Neutre,accueillir merci d'avoir partagé votre avis nous serons heureux de vous accueillir dans nos agences,"Topic 6: remerc, plais, avis",06/05/2025,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank,Rabat,"Projet Al Kora, Avenue Moustapha Assayeh, P1, Rabat 10000",0.0,Positif,bonjour cih bank vous remercie d'avoir partagé votre avis au plaisir de vous accueillir une nouvelle fois en agence,"Topic 6: remerc, plais, avis",06/05/2025,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank,Oujda,"N6, Oujda 60000",0.0,Neutre,une étoile et ça ne commence pas avec w9,Tarifs,06/05/2025,fr,Tarifs,Expérience Générale,Général
CIH Bank,CIH Bank,Oujda,"M462+HGW, Oujda",0.0,Neutre,pratique,Expérience générale,06/05/2025,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank,Oujda,"N2 Av My El Hassan Residence Essalama 130, Oujda 60000",0.0,Neutre,service 0,Expérience générale,06/05/2025,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank,Fès,"225C+HC3 Narjiss, Rte de Sefrou, Fes 30050",0.0,Positif,bonjour cih bank vous remercie d'avoir partagé votre avis au plaisir de vous accueillir une nouvelle fois en agence,"Topic 6: remerc, plais, avis",06/05/2025,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank,Essaouira,"COMPLEX.BIN AL ASWAR, Rue Ibn Khaldoun, Essaouira 44000",0.0,Positif,c'est bon,Expérience générale,30/05/2025,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank,Essaouira,"COMPLEX.BIN AL ASWAR, Rue Ibn Khaldoun, Essaouira 44000",0.0,Neutre,banque cih,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank,Essaouira,"COMPLEX.BIN AL ASWAR, Rue Ibn Khaldoun, Essaouira 44000",0.0,Positif,bonjour cih bank vous remercie d avoir partagé votre retour au plaisir de vous accueillir à nouveau dans notre succursale,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank,Rabat,"Projet Al Kora, Avenue Moustapha Assayeh, P1, Rabat 10000",0.0,Neutre,fausse adresse c i h barekkkkll,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank,Rabat,"Projet Al Kora, Avenue Moustapha Assayeh, P1, Rabat 10000",0.0,Neutre,accueillir merci d'avoir partagé votre avis nous serons heureux de vous accueillir dans nos agences,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank,Rabat,"Projet Al Kora, Avenue Moustapha Assayeh, P1, Rabat 10000",0.0,Positif,bonjour cih bank vous remercie d'avoir partagé votre retour comment pouvons nous vous offrir un meilleur service,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank,El Jadida,"Av Khalil Jabran Prg.oum Rabii, N 74 Lotissement Essalam, El Jadida 24000",0.0,Neutre,le système a toujours été en panne,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank,El Jadida,"Av Khalil Jabran Prg.oum Rabii, N 74 Lotissement Essalam, El Jadida 24000",0.0,Neutre,le système est en panne tous les jours,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank,El Jadida,"Av Khalil Jabran Prg.oum Rabii, N 74 Lotissement Essalam, El Jadida 24000",0.0,Neutre,halthoum,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank,El Jadida,"5 Avenue Mohamed VI Cp, El Jadida 24000",0.0,Neutre,c'est une agence de la cih bank,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank,El Jadida,"5 Avenue Mohamed VI Cp, El Jadida 24000",0.0,Negatif,une façon de procéder très basse et de mauvaise qualité à commencer par le gardien à la porte,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
CIH Bank,CIH Bank,El Jadida,"5 Avenue Mohamed VI Cp, El Jadida 24000",0.0,Neutre,accueillir merci d'avoir partagé votre avis comment pouvons nous vous offrir un meilleur service,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank,Casablanca,"GCJ7+G8P, Bd Tah, Casablanca",0.0,Positif,excellent,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank,Agadir,"National Rte 1 Lot Zaitoun, Num A35 District, Agadir 80000",0.0,Positif,bonjour cih bank cih bank vous remercie d'avoir partagé votre avis au plaisir de vous accueillir une nouvelle fois en agence,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank,Agadir,"National Rte 1 Lot Zaitoun, Num A35 District, Agadir 80000",0.0,Neutre,je jure qu'ils ne méritent même pas une étoile,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank,Tétouan,"Lotissement Mounia، Lot 281 Av. Casablanca, Tetouan 93000",0.0,Negatif,pas mal,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank,Tétouan,"LOTISSEMENT TOUABEL، LOT 239 Av. des FAR, Tetouan 93000",0.0,Neutre,accueillir merci d'avoir partagé votre avis nous serons heureux de vous accueillir dans nos agences,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank,Tétouan,"LOTISSEMENT TOUABEL، LOT 239 Av. des FAR, Tetouan 93000",0.0,Neutre,accueillir,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank,Tétouan,"LOTISSEMENT TOUABEL، LOT 239 Av. des FAR, Tetouan 93000",0.0,Negatif,si mal,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank,Tétouan,"LOTISSEMENT TOUABEL، LOT 239 Av. des FAR, Tetouan 93000",0.0,Neutre,c' est ma banque,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank,Tétouan,"LOTISSEMENT TOUABEL، LOT 239 Av. des FAR, Tetouan 93000",0.0,Neutre,service mediocre le guichet est toujours non disponible,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
CIH Bank,CIH Bank,Casablanca,"12 Bd Houcine Assoussi Jaouhara,imm7, Casablanca 20000",0.0,Neutre,réduire,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank,Casablanca,"12 Bd Houcine Assoussi Jaouhara,imm7, Casablanca 20000",0.0,Neutre,système dima tay7,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank,Casablanca,"12 Bd Houcine Assoussi Jaouhara,imm7, Casablanca 20000",0.0,Neutre,service 0,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank,Casablanca,"12 Bd Houcine Assoussi Jaouhara,imm7, Casablanca 20000",0.0,Neutre,le pire,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank,Safi,"Av. Al Massira Al Khadra El Jrifat,residence Melk Mestari, Safi 46000",0.0,Positif,bonjour cih bank vous remercie d avoir partagé votre retour au plaisir de vous accueillir à nouveau dans notre succursale,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank,Safi,"Av. Al Massira Al Khadra El Jrifat,residence Melk Mestari, Safi 46000",0.0,Neutre,accueillir merci d'avoir partagé votre avis nous serons heureux de vous accueillir dans nos agences,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank,Nador,"167 Ave Des Far, Nador 62000",0.0,Neutre,toujours khswk testana 1h bach dir haja,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank,Nador,"167 Ave Des Far, Nador 62000",0.0,Neutre,la banque n'est pas située à cet endroit l'emplacement est incorrect veuillez effacer les coordonnées,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank,Nador,"167 Ave Des Far, Nador 62000",0.0,Neutre,je n'ai pas aimé parce qu'il y avait du monde,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
CIH Bank,CIH Bank,Nador,"167 Ave Des Far, Nador 62000",0.0,Positif,bonjour cih bank vous remercie d avoir partagé votre retour au plaisir de vous accueillir à nouveau dans notre succursale,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank,Nador,"Av. Taouima, Avenue Annakhil, Nador 62000",0.0,Positif,excellent,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank,Settat,"Bd Hassan II, Settat 26000",0.0,Positif,bonne agence,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank,Mohammedia,"PJ25+C65، ANGLE RUE CHENGUITE ET RUE EL GHARB, Mohammedia",0.0,Neutre,j'exprime ma profonde consternation quant au traitement désobligeant que j'ai subi de la part d'un employé de votre agence bancaire youness zimou le 05 03 2024,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
CIH Bank,CIH Bank,Tanger,"N2 Quart. Ibn Batota Route .Tetouan, Mghogha 11, Tanger 90060",0.0,Neutre,assistance 0 10 satisfaction client non complète,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
CIH Bank,CIH Bank,Tanger,"N2 Quart. Ibn Batota Route .Tetouan, Mghogha 11, Tanger 90060",0.0,Neutre,une banque mondiale avec un beau cahier des charges que j'aime,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
CIH Bank,CIH Bank,Tanger,"N2 Quart. Ibn Batota Route .Tetouan, Mghogha 11, Tanger 90060",0.0,Neutre,merci,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank,Tanger,"Av. Tariq Ibn Ziad Benimakada, Drissia, Tanger 90060",0.0,Negatif,mauvais traitement de la part des clients je déconseille d'y aller leur façon de traiter est la raison pour laquelle je n'ai pas rejoint la banque,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
CIH Bank,CIH Bank,Tanger,"Av. Tariq Ibn Ziad Benimakada, Drissia, Tanger 90060",0.0,Positif,excellent,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank,Tanger,"Av. Tariq Ibn Ziad Benimakada, Drissia, Tanger 90060",0.0,Neutre,flûte,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank,Tanger,"Av. Tariq Ibn Ziad Benimakada, Drissia, Tanger 90060",0.0,Neutre,accueillir merci d'avoir partagé votre avis nous serons heureux de vous accueillir dans nos agences,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank,Tanger,"Av. Tariq Ibn Ziad Benimakada, Drissia, Tanger 90060",0.0,Positif,bonjour cih bank vous remercie d avoir partagé votre retour au plaisir de vous accueillir à nouveau dans notre succursale,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank,Tanger,"Av. Tariq Ibn Ziad Benimakada, Drissia, Tanger 90060",0.0,Positif,bonjour cih bank vous remercie d'avoir partagé votre avis au plaisir de vous accueillir une nouvelle fois en agence,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank,Oujda,"39 P1, Oujda 60000",0.0,Negatif,toujours nul,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank,Meknès,"Résidence El Ouataniya, Bd Allal Ben Abdallah, Meknes",0.0,Negatif,c'est null,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank,Agadir,"Av.Mohammedia Residence Essaada Gh7,im 40, Agadir 80000",0.0,Neutre,attention aux frais,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
CIH Bank,CIH Bank,Agadir,"Av.Mohammedia Residence Essaada Gh7,im 40, Agadir 80000",0.0,Neutre,z7am dima ma3mrni t9da lia chi service f had l agence,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
CIH Bank,CIH Bank,Agadir,"National Rte 1 Lot Zaitoun, Num A35 District, Agadir 80000",0.0,Negatif,service clientèle nul 0 star,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
CIH Bank,CIH Bank,Safi,"Av. Al Massira Al Khadra El Jrifat,residence Melk Mestari, Safi 46000",0.0,Neutre,zéro 0000,Expérience générale,Date inconnue,mixed,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank,Safi,"Av. Al Massira Al Khadra El Jrifat,residence Melk Mestari, Safi 46000",0.0,Positif,bonjour cih bank vous remercie d'avoir partagé votre avis comment pouvons nous vous offrir un meilleur service,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank,Agadir,"Av.Mohammedia Residence Essaada Gh7,im 40, Agadir 80000",0.0,Positif,toujours bondé,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank,Tanger,"Bd Ibntachfine, Rue Jamal Eddine Al Afghani, Tanger 90060",0.0,Positif,excellent j'aime,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
CIH Bank,CIH Bank,Tanger,"Bd Ibntachfine, Rue Jamal Eddine Al Afghani, Tanger 90060",0.0,Neutre,j'en ai marre 3 fois quand j'ai l'âge,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank,Tanger,"Bd Ibntachfine, Rue Jamal Eddine Al Afghani, Tanger 90060",0.0,Neutre,système makhadamx hadra toujours kat3awed,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank,Tanger,"Bd Ibntachfine, Rue Jamal Eddine Al Afghani, Tanger 90060",0.0,Neutre,le pire,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank,Tanger,"Bd Ibntachfine, Rue Jamal Eddine Al Afghani, Tanger 90060",0.0,Neutre,harawkan,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank,Meknès,"Lotissmt، Avenue Saida، Alem 5 Lot5, Meknes 50000",0.0,Neutre,les salariés lancent un licenciement,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
CIH Bank,CIH Bank,Oujda,"M462+HGW, Oujda",0.0,Negatif,fermé à 14h,Expérience générale,Date inconnue,mixed,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank,Oujda,"M462+HGW, Oujda",0.0,Neutre,inutile,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank,Oujda,"M462+HGW, Oujda",0.0,Neutre,organisé,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank,Oujda,"N6, Oujda 60000",0.0,Neutre,accueillir merci d'avoir partagé votre avis comment pouvons nous vous offrir un meilleur service,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank,Oujda,"N2 Av My El Hassan Residence Essalama 130, Oujda 60000",0.0,Neutre,parce que le cih bank hhhh,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
CIH Bank,CIH Bank,Oujda,"N2 Av My El Hassan Residence Essalama 130, Oujda 60000",0.0,Neutre,هذا هو أسوأ بنك واجهته على الإطلاق، وأسوأ خدمة، كنت أرغب في التقدم بطلب للحصول على قرض، كنت أحاول الحصول على قرض لشراء منزل منذ أبريل، وأهدرت مئات اليوروهات على ترجمة المستندات في كل مرة يحتاجون فيها إلى مستند مختلف لا يعرفون أنفسهم ما الذي يفعلونه هواة حقيقيون، والله حقًا سيئون ووقحون، فهم لا يحصلون على عملاء أبدًا، وآمل أن يفعل المكتب الرئيسي في كازا شيئًا حيال هذا الفرع من بنك cih lazaret وجدة هو الأسوأ على الإطلاق,Expérience générale,Date inconnue,ar,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank,Oujda,"N2 Av My El Hassan Residence Essalama 130, Oujda 60000",0.0,Neutre,salam alikom bghit nhat flous flcont makanch resaux makanch connexion wa bzaaf,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
CIH Bank,CIH Bank,Fès,"225C+HC3 Narjiss, Rte de Sefrou, Fes 30050",0.0,Neutre,ils ne méritent même pas une étoile,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank,Fès,"225C+HC3 Narjiss, Rte de Sefrou, Fes 30050",0.0,Neutre,le traitement est incomplet et les salariés sont toujours absents,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
CIH Bank,CIH Bank,Oujda,"Rue Amina Al Berhilia، Bd. Mohamed V, Oujda 60000",0.0,Positif,bonjour cih banque cih bank vous remercie d'avoir partagé votre retour au plaisir de vous accueillir à nouveau dans notre succursale,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank,Kenitra,"Av. El Massira Lotissement Al Wiam, Lot N 1,12, Kenitra 14010",0.0,Neutre,c'est un retour cool,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank,Casablanca,"HGX6+6QG, Bd Mbarek Ben Boubker Hammadi, Casablanca",0.0,Neutre,cih banque gratuite pour la jeunesse,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank,Casablanca,"HGX6+6QG, Bd Mbarek Ben Boubker Hammadi, Casablanca",0.0,Neutre,pas mâle,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank,Casablanca,"HGX6+6QG, Bd Mbarek Ben Boubker Hammadi, Casablanca",0.0,Neutre,une banque reste une banque,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank,Safi,"Av. Al Massira Al Khadra El Jrifat,residence Melk Mestari, Safi 46000",0.0,Neutre,0 et 1000 0,Expérience générale,Date inconnue,mixed,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank,Fès,"Avenue Bab Guissa, Derb Sidi Bou Jida, Fes 30050",0.0,Negatif,très mauvais traitement,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
CIH Bank,CIH Bank,Fès,"Avenue Bab Guissa, Derb Sidi Bou Jida, Fes 30050",0.0,Neutre,très beau,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank,Fès,"Avenue Bab Guissa, Derb Sidi Bou Jida, Fes 30050",0.0,Negatif,problème de congestion services médiocres,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank,Fès,"Avenue Bab Guissa, Derb Sidi Bou Jida, Fes 30050",0.0,Neutre,foule,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank,Fès,"Avenue Bab Guissa, Derb Sidi Bou Jida, Fes 30050",0.0,Positif,bonjour cih bank vous remercie d'avoir partagé votre avis comment pouvons nous vous offrir un meilleur service,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank,Fès,"Avenue Bab Guissa, Derb Sidi Bou Jida, Fes 30050",0.0,Positif,bonjour cih banque cih bank vous remercie d'avoir partagé votre retour au plaisir de vous accueillir à nouveau dans notre succursale,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank,Safi,"Av. Al Massira Al Khadra El Jrifat,residence Melk Mestari, Safi 46000",0.0,Neutre,banque hadi machi hadi zriiiba makidiroch khadmathom chadin lkrassa gha hakkak mostawwa mayat maystahloch ta had najma,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
CIH Bank,CIH Bank,Safi,"Av. Al Massira Al Khadra El Jrifat,residence Melk Mestari, Safi 46000",0.0,Neutre,ouah 2 10,Expérience générale,Date inconnue,mixed,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank - Agence Al Izdihar,Marrakech,Marrakech,0.0,Neutre,il n'y a pas d agence dans cet emplacement,"Topic 6: remerc, plais, avis",06/05/2025,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank - Agence Al Izdihar,Marrakech,Marrakech,0.0,Neutre,il n'y a pas d'agence ici,Expérience générale,06/05/2025,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank - Agence Al Izdihar,Marrakech,Marrakech,0.0,Positif,c'est bon,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank - Agence Al Izdihar,Marrakech,Marrakech,0.0,Neutre,y pas beaucoup des guichets,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
CIH Bank,CIH Bank - Agence Al Izdihar,Marrakech,Marrakech,0.0,Neutre,service médiocre,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank - Agence Al Izdihar,Marrakech,Marrakech,0.0,Neutre,service très médiocre,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank - Agence Bab Agnaou,Marrakech,"Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000",0.0,Negatif,mauvais traitement de la part d'un des employés qui a un bureau à l'extrême droite,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
CIH Bank,CIH Bank - Agence Bab Agnaou,Marrakech,"Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000",0.0,Neutre,pas sympa,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank - Agence Bab Agnaou,Marrakech,"Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000",0.0,Positif,bonjour cih bank vous remercie d'avoir partagé votre avis au plaisir de vous accueillir une nouvelle fois en agence,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank - Agence Bab Agnaou,Marrakech,"Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000",0.0,Neutre,service 0,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank - Agence Bab Agnaou,Marrakech,"Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000",0.0,Negatif,service 3yan trop d'attente,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
CIH Bank,CIH Bank - Agence Bab Agnaou,Marrakech,"Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000",0.0,Negatif,pas male,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank - Agence Bab Agnaou,Marrakech,"Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000",0.0,Negatif,service à la clientèle nul,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
CIH Bank,CIH Bank - Agence Bab Agnaou,Marrakech,"Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000",0.0,Neutre,jamais trouvé,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank - Agence Gueliz Centrale,Marrakech,"187 Av. Mohammed V, Marrakech 40000",0.0,Positif,bonjour cih bank vous remercie d'avoir partagé votre avis au plaisir de vous accueillir une nouvelle fois en agence,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank - Agence Gueliz Centrale,Marrakech,"187 Av. Mohammed V, Marrakech 40000",0.0,Negatif,dans la plupart des agences bancaires les services sont médiocres mauvaise nul,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank - Agence Gueliz Centrale,Marrakech,"187 Av. Mohammed V, Marrakech 40000",0.0,Neutre,service médiocre,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank - Agence Gueliz Centrale,Marrakech,"187 Av. Mohammed V, Marrakech 40000",0.0,Neutre,la pire banque du monde,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank - Agence Hay Salam,Agadir,"63 Av. Mohamed El Fassi, Agadir 80000",0.0,Neutre,0 tir i7,Expérience générale,Date inconnue,mixed,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank - Agence Hay Salam,Agadir,"63 Av. Mohamed El Fassi, Agadir 80000",0.0,Negatif,mauvais traitement,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
CIH Bank,CIH Bank - Agence Hay Salam,Agadir,"63 Av. Mohamed El Fassi, Agadir 80000",0.0,Positif,bonjour cih bank vous remercie d'avoir partagé votre avis au plaisir de vous accueillir une nouvelle fois en agence,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank - Agence Hay Salam,Agadir,"63 Av. Mohamed El Fassi, Agadir 80000",0.0,Neutre,propre,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank - Agence Hay Salam,Agadir,"63 Av. Mohamed El Fassi, Agadir 80000",0.0,Negatif,système dima m5damx mauvaise critique de ma part,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
