Banque;Ville;Nom Agence;Localisation;Note;Avis;Date Avis
Crédit Agricole du Maroc;Rabat;Inconnu;Inconnu;0;"Bonne direction régionale et beau bâtiment
Bon service";il y a 7 ans
Crédit Agricole du Maroc;Rabat;Inconnu;Inconnu;0;Moderne;il y a un an
Crédit Agricole du Maroc;Rabat;Inconnu;Inconnu;0;Nul;il y a 4 ans
Crédit Agricole du Maroc;Rabat;Inconnu;Inconnu;0;Vous travaillez à merveille;il y a 3 mois
Crédit Agricole du Maroc;Rabat;Inconnu;Inconnu;0;Que Dieu se venge de vous, que Dieu vous rende justice.;il y a 2 ans
Crédit Agricole du Maroc;Marrakech;Crédit Agricole;Av. Hassan Ii, Imm. Habouss Appt. N°2 Bab Doukka, Marrakech 40000;2,0;Mauvaise service agence cam Marrakech ban ghmath;il y a 5 ans
Crédit Agricole du Maroc;Marrakech;Crédit Agricole;Av. Hassan Ii, Imm. Habouss Appt. N°2 Bab Doukka, Marrakech 40000;2,0;Les pires services que vous puissiez recevoir dans n'importe quelle banque marocaine se trouvent dans cette banque. Aujourd'hui, j'ai décidé de fermer le compte chez eux, afin que vous puissiez gérer votre argent et vos affaires.;il y a 2 ans
Crédit Agricole du Maroc;Marrakech;Crédit Agricole;Av. Hassan Ii, Imm. Habouss Appt. N°2 Bab Doukka, Marrakech 40000;2,0;Bonne zone pour la Banque du Maroc;il y a 7 ans
Crédit Agricole du Maroc;Marrakech;Crédit Agricole;Av. Hassan Ii, Imm. Habouss Appt. N°2 Bab Doukka, Marrakech 40000;2,0;La pire banque que j'ai jamais vue.;il y a 5 ans
Crédit Agricole du Maroc;Marrakech;Crédit Agricole;Av. Hassan Ii, Imm. Habouss Appt. N°2 Bab Doukka, Marrakech 40000;2,0;Je regrette d'avoir ouvert un compte bancaire dans cette banque;il y a 3 ans
Crédit Agricole du Maroc;Marrakech;Crédit agricole du maroc القرض الفلاحي المغربي;JXJV+JG3, Marrakech 40000;3,4;Le personnel est souriant cool et très professionnel;il y a 4 ans
Crédit Agricole du Maroc;Marrakech;Crédit agricole du maroc القرض الفلاحي المغربي;JXJV+JG3, Marrakech 40000;3,4;Service médiocre;il y a un an
Crédit Agricole du Maroc;Marrakech;Crédit agricole du maroc القرض الفلاحي المغربي;JXJV+JG3, Marrakech 40000;3,4;bien;il y a 5 mois
Crédit Agricole du Maroc;Marrakech;Crédit agricole du maroc القرض الفلاحي المغربي;JXJV+JG3, Marrakech 40000;3,4;Des prestations au niveau;il y a 2 ans
Crédit Agricole du Maroc;Marrakech;Crédit agricole du maroc القرض الفلاحي المغربي;JXJV+JG3, Marrakech 40000;3,4;Prêt agricole marocain Marrakech;il y a 5 ans
Crédit Agricole du Maroc;Marrakech;Crédit agricole du maroc القرض الفلاحي المغربي;JXJV+JG3, Marrakech 40000;3,4;Mauvais service;il y a 4 ans
Crédit Agricole du Maroc;Marrakech;Crédit agricole du maroc القرض الفلاحي المغربي;JXJV+JG3, Marrakech 40000;3,4;Services médiocres;il y a un an
Crédit Agricole du Maroc;Marrakech;Crédit Agricole;HXQ6+43Q, Marrakech 40160;1,0;Attendre plus d'une heure pendant qu'ils dînaient avec 1 dame 👎🏻👎🏻👎🏻 …;il y a 3 semaines
Crédit Agricole du Maroc;Marrakech;Credit Agricole du Maroc;MXFJ+87M, Marrakech;3,0;Une banque de proximité;il y a 2 ans
Crédit Agricole du Maroc;Marrakech;CREDIT AGRICOLE DU MAROC;MX4W+3F8, Marrakech 40000;2,8;Il faut avoir une journée entière pour faire un virement de 2 mnt tt les fonctionnaires occupées avec leurs mobil;il y a 10 mois
Crédit Agricole du Maroc;Marrakech;CREDIT AGRICOLE DU MAROC;MX4W+3F8, Marrakech 40000;2,8;Mauvais services. L'employé de banque est impoli;il y a 4 ans
Crédit Agricole du Maroc;Marrakech;CREDIT AGRICOLE DU MAROC;JWHM+X73, Marrakech 40140;3,0;Le meilleur traitement que vous puissiez recevoir dans les banques à Marrakech;il y a 3 mois
Crédit Agricole du Maroc;Marrakech;CREDIT AGRICOLE DU MAROC;JWHM+X73, Marrakech 40140;3,0;Le plus pire service présenté en banques, les caissiers n'ont pas envie de travailler et surtout en Ramadan, je vous conseille de se déplacer au la CAM bab dokala ou bien Guéliz, à part ces deux agences je ne vous conseille pas, mais la pire c'est Massira 2;il y a un an
Crédit Agricole du Maroc;Marrakech;Caisse Regional Credit Agricole Maroc;JWHQ+7P8, Marrakech 40140;3,7;Service nul 😡😡😡 …;il y a 10 mois
Crédit Agricole du Maroc;Fès;Crédit Agricole;2XWX+99W, Fès 30050;3,8;Excellent service de la part de monsieur abdenbi .merci BC et bonne continuation;il y a un an
Crédit Agricole du Maroc;Fès;Crédit Agricole;2XWX+99W, Fès 30050;3,8;bonne agence en un bon lieu , propre et calme;il y a 5 ans
Crédit Agricole du Maroc;Fès;Crédit Agricole;2X8V+F3H, Ain Chqef 30050;2,5;"Bonjour, je ne suis pas client ici je suis juste venue avec grand mère !
1 à chaque fois la dame dit pas de connexions elles prennent le temps pour prendre leur petit déjeuner ensemble à 10 h
Le chéquier celui de grand mère a pris 6 semaines pour arrivé !
Malheureusement c’est trop surtout pour les gens âgé";il y a un an
Crédit Agricole du Maroc;Fès;Crédit Agricole;2X8V+F3H, Ain Chqef 30050;2,5;Qui nous a séduire mais est resté lent dans sont approche et manquent de confiance dans un vaste marché;il y a 2 ans
Crédit Agricole du Maroc;Fès;Crédit Agricole;2X8V+F3H, Ain Chqef 30050;2,5;Service très long, j ete en attente pour 15 min alors que 2 conseillers parlent avec une autre personne hors sujet de travail , et quand j'ai demandé d'être servis par l'un d'eux la réponse ete de changer d'agence si j ete perssé agence tres minablr;il y a 3 ans
Crédit Agricole du Maroc;Fès;Crédit Agricole;2X8V+F3H, Ain Chqef 30050;2,5;Les conseillères discutent hors travail quand je suis seul à l’agence pendant 20 min sans être servis ,misérable ....;il y a 3 ans
Crédit Agricole du Maroc;Fès;Crédit Agricole;2X8V+F3H, Ain Chqef 30050;2,5;Une banque destiné au début aux agriculteurs , pour élargir ses activités maintenant elle est ouverte à tout le monde , bon endroit ,calme;il y a 5 ans
Crédit Agricole du Maroc;Fès;Crédit Agricole;2X8V+F3H, Ain Chqef 30050;2,5;"Bon service
Merci";il y a 2 ans
Crédit Agricole du Maroc;Fès;Crédit Agricole;2X8V+F3H, Ain Chqef 30050;2,5;Très mauvais services;il y a 3 ans
Crédit Agricole du Maroc;Fès;Crédit Agricole;2X8V+F3H, Ain Chqef 30050;2,5;Credit agricole;il y a 3 ans
Crédit Agricole du Maroc;Fès;Crédit Agricole;2X8V+F3H, Ain Chqef 30050;2,5;La paix soit sur vous, je me ferai un plaisir de vous parler d'environ 30 minutes ou plus sur votre système ! Le personnel makayench ici ! Protocole l Kawi pour un service quotidien le motakalifa;il y a un an
Crédit Agricole du Maroc;Fès;Crédit Agricole;2X8V+F3H, Ain Chqef 30050;2,5;Excellent et utile;il y a 8 ans
Crédit Agricole du Maroc;Fès;Inconnu;Inconnu;0;Cherche à trouver des solutions acceptable pour les agriculteurs;il y a un an
Crédit Agricole du Maroc;Fès;Inconnu;Inconnu;0;Service nul;il y a un an
Crédit Agricole du Maroc;Fès;Crédit agricole_2;7 Rue de Jordanie, Fès 30000;5,0;Bonne agence bancaire du coin , calme et tranquille;il y a 5 ans
Crédit Agricole du Maroc;Fès;Crédit Agricole;2XGC+FP2, Boulevard Mohamed VI, Fes;3,3;Une bonne agence du crédit agricole , calme et en un bon endroit;il y a 5 ans
Crédit Agricole du Maroc;Fès;Crédit Agricole;2XGC+FP2, Boulevard Mohamed VI, Fes;3,3;👍 …;il y a 2 ans
Crédit Agricole du Maroc;Fès;Crédit Agricole;XWVR+JH9, Fes;3,6;Movaise affaire;il y a 3 ans
Crédit Agricole du Maroc;Fès;Crédit Agricole;XWVR+JH9, Fes;3,6;Service moyen;il y a 3 ans
Crédit Agricole du Maroc;Fès;Crédit Agricole;XWVR+JH9, Fes;3,6;Ô Dieu, louange à Toi et merci à Toi pour ce que Tu m'as accordé et ce que Tu m'as accordé, ô Dieu, quelle que soit la bénédiction qui m'est arrivée ou celle de Ta création vient de Toi seul, sans partenaire. Louange à Toi et merci à Toi. Ô …;il y a 2 ans
Crédit Agricole du Maroc;Fès;Crédit Agricole;XWVR+JH9, Fes;3,6;Disponible à tous. Bonne chance à tous.;il y a un an
Crédit Agricole du Maroc;Fès;Crédit Agricole;XWVR+JH9, Fes;3,6;Banque de crédit agricole;il y a 5 mois
Crédit Agricole du Maroc;Fès;Crédit Agricole;XWVR+JH9, Fes;3,6;Une fenêtre délabrée;il y a un an
Crédit Agricole du Maroc;Fès;Crédit Agricole;2237+VMH, Fès;1,0;"On se présente à la banque et ke caissier sort en même temps que nous, nous demandant d'attendre qu'il revienne de sa pause dej.
Quelle honte!!!";il y a 2 ans
Crédit Agricole du Maroc;Fès;Crédit Agricole;2237+VMH, Fès;1,0;Le systeme est toujours hors ligne 👎 …;il y a un an
Crédit Agricole du Maroc;Tanger;Crédit Agricole;Q567+V4X, Tangier;1,4;Si vous voulez avoir des problèmes de tous types, je vous recommande cette agence !;il y a 2 ans
Crédit Agricole du Maroc;Tanger;Crédit Agricole;Q567+V4X, Tangier;1,4;Nul service clientel. La banquiere est immature professionellement . Honteux.;il y a 6 ans
Crédit Agricole du Maroc;Tanger;Crédit Agricole;Q567+V4X, Tangier;1,4;Service nul nul;il y a 5 ans
Crédit Agricole du Maroc;Tanger;Crédit Agricole;Q567+V4X, Tangier;1,4;mauvaise bank;il y a 6 ans
Crédit Agricole du Maroc;Tanger;Crédit Agricole;Q567+V4X, Tangier;1,4;Service null .ces agents ont la profession 7it âge bancaire bzaf 3lihom.;il y a un an
Crédit Agricole du Maroc;Tanger;Crédit Agricole;Q567+V4X, Tangier;1,4;Le service client est très mauvais, ils ne répondent pas au téléphone, ils donnent toujours des excuses. Je suis dans la succursale depuis 3 ans et ils ne m'ont jamais bien servi.................................................................;il y a 5 ans
Crédit Agricole du Maroc;Tanger;Crédit Agricole;P5XR+JF9, Tanger 90060;3,3;Prêt agricole;il y a 6 ans
Crédit Agricole du Maroc;Tanger;Crédit Agricole;Q58R+G7R, Av. des Forces Armées Royales, Tanger 90060;3,0;Quand ferme-t-il ?;il y a 10 mois
Crédit Agricole du Maroc;Tanger;Crédit Agricole;Q663+FWV, Tanger 90060;4,4;Merci pour votre réponse rapide;il y a un an
Crédit Agricole du Maroc;Tanger;Crédit Agricole;Q663+FWV, Tanger 90060;4,4;Un site très important, votre jeunesse est diversifiée;il y a 2 ans
Crédit Agricole du Maroc;Tanger;Crédit Agricole;Q663+FWV, Tanger 90060;4,4;j'ai une question pour toi;il y a 2 ans
Crédit Agricole du Maroc;Tanger;Crédit Agricole;Q663+FWV, Tanger 90060;4,4;Fournit de l'usure à la communauté;il y a 2 ans
Crédit Agricole du Maroc;Tanger;Crédit Agricole;Q663+FWV, Tanger 90060;4,4;Banque d'os d'arbre;il y a un an
Crédit Agricole du Maroc;Tanger;Crédit Agricole;Q663+FWV, Tanger 90060;4,4;bien;il y a 3 ans
Crédit Agricole du Maroc;Tanger;Crédit Agricole;Q663+FWV, Tanger 90060;4,4;Tanger;il y a 6 ans
Crédit Agricole du Maroc;Tanger;Crédit Agricole;94-96 Rue de Fès, Tanger 90060;;Aucune réactivité;il y a un an
Crédit Agricole du Maroc;Tanger;Inconnu;Inconnu;0;"Centre bien situé à quelques minutes de ASWAK SALAM, de la CROÛTE D'HERCULE et d'autres centres d'intérêts.
Les appartements sont neufs bien entretenus et très bien équipés.";il y a 7 ans
Crédit Agricole du Maroc;Tanger;Inconnu;Inconnu;0;Jolie centre d'éstivage très proche de la ville et bien entretenu;il y a un an
Crédit Agricole du Maroc;Tanger;Inconnu;Inconnu;0;Un centre exceptionnel avec une gestion extrêmement Ludique et chaleureuse;il y a 2 ans
Crédit Agricole du Maroc;Tanger;Inconnu;Inconnu;0;Un bateau touristique pour le prêt agricole sur Ashkar Road... Un logement luxueux et calme;il y a 3 ans
Crédit Agricole du Maroc;Tanger;Crédit du Maroc;Q59X+6Q5, Tanger 90060;3,7;"SERVICE NUL
ACCEUIL NUL
PAS DE PROFESSIONALISME
PAS DE INFORMATIONS CORRECTES
BREF !  UNE BANQUE QUI TRAVAILLE AVEC ( D'AUTRES CLIENT, VOIR DES EXTRATERRESTRE PEUT ETRE )
و السلام.";il y a un an
Crédit Agricole du Maroc;Tanger;Crédit du Maroc;Q59X+6Q5, Tanger 90060;3,7;👍 …;il y a un an
Crédit Agricole du Maroc;Tanger;Crédit du Maroc;Q59X+6Q5, Tanger 90060;3,7;Merci beaucoup;il y a un mois
Crédit Agricole du Maroc;Tanger;Crédit du Maroc;Q59X+6Q5, Tanger 90060;3,7;C'est bon;il y a 5 ans
Crédit Agricole du Maroc;Tanger;Crédit du Maroc;Q59X+6Q5, Tanger 90060;3,7;Banque du Maroc;il y a 6 ans
Crédit Agricole du Maroc;Agadir;Crédit Agricole;9FJW+47C, Agadir 80000;4,4;"La banque ""amie"" des agriculteurs..";il y a 5 ans
Crédit Agricole du Maroc;Agadir;Crédit Agricole;9FJW+47C, Agadir 80000;4,4;Service impeccable;il y a un an
Crédit Agricole du Maroc;Agadir;Crédit Agricole;9FJW+47C, Agadir 80000;4,4;Nous devons toujours attendre que les employés rompent leur jeûne à leur convenance, et les clients doivent attendre s'ils n'ont pas de travail. Et quand vous vous plaignez, il vous dit d'être patient (9h30 et nous sommes 6 clients);il y a un an
Crédit Agricole du Maroc;Agadir;Crédit Agricole;9FJW+47C, Agadir 80000;4,4;Une institution bancaire pour financer des projets;il y a 2 ans
Crédit Agricole du Maroc;Agadir;Crédit Agricole;9GH9+HXX Talat Izm, Drarga 80000;2,8;"Il y a toujours un délai de trois jours pour recevoir les salaires. Contrairement à certaines banques, cela me fait réfléchir à changer de banque
Parfois, il n'y a pas d'argent dans le fonds automatique
Ceci se répète dans les régions de Takween et d'Inezgane.
Franchement, c'est très énervant";il y a un an
Crédit Agricole du Maroc;Agadir;Crédit Agricole;9FW3+79X, Agadir 80000;2,3;impeccable comme équipe  . Même le directeur est très aimable et serviable.;il y a 5 ans
Crédit Agricole du Maroc;Agadir;Crédit Agricole;9FW3+79X, Agadir 80000;2,3;Une institution, pas de relation, pas de services, pas d'heure précise. L'important est que Sadu soit le meilleur et quitte les institutions qui s'occupent de leur travail si des tâches sont confiées à des personnes autres que leurs propriétaires, alors attendez l'heure.;il y a 10 mois
Crédit Agricole du Maroc;Agadir;Crédit Agricole;9FW3+79X, Agadir 80000;2,3;Traitement de qualité inférieure;il y a un an
Crédit Agricole du Maroc;Agadir;Crédit Agricole;9FW3+79X, Agadir 80000;2,3;Haut!;il y a 11 mois
Crédit Agricole du Maroc;Agadir;Crédit Agricole;9FW3+79X, Agadir 80000;2,3;celui des agriculteurs;il y a 12 ans
Crédit Agricole du Maroc;Agadir;Crédit Agricole;CC75+82V, Bd Hassan II, Agadir 80000;2,1;Un seul guichet ou ouvert pour 6 personnes à attendre... Après 15 minutes je suis parti ! Une seule personne a été servie, il y en avait encore 3 devant moi.;il y a 2 ans
Crédit Agricole du Maroc;Agadir;Crédit Agricole;CC75+82V, Bd Hassan II, Agadir 80000;2,1;40min d'attende sans aucun explication;il y a 11 mois
Crédit Agricole du Maroc;Agadir;Crédit Agricole;CC75+82V, Bd Hassan II, Agadir 80000;2,1;"Transféré de compte retardé,?????
Si non j""opte pour changement de banque";il y a 2 ans
Crédit Agricole du Maroc;Agadir;Crédit Agricole;CC75+82V, Bd Hassan II, Agadir 80000;2,1;Crédit Du Maroc BV Hassan2 Agadir;il y a 7 ans
Crédit Agricole du Maroc;Agadir;Crédit Agricole;CC75+82V, Bd Hassan II, Agadir 80000;2,1;Prêt agricole;il y a 4 ans
Crédit Agricole du Maroc;Agadir;Crédit Agricole_Direction Régionale du Sud;C9FW+598, Av. General Kettani, Agadir 80000;3,1;"Ça fait deux jours de suite que j aissais de les joindre par téléphone mais aucune réponse .
le téléphone sonne ,mais à l autre bout personne ne répond. J ai appelé  d autre agences ,même chose .vaut mieux arrêter votre ligne puis";il y a 3 ans
Crédit Agricole du Maroc;Agadir;Crédit Agricole_Direction Régionale du Sud;C9FW+598, Av. General Kettani, Agadir 80000;3,1;Mauvaise service de les agents;il y a un an
Crédit Agricole du Maroc;Agadir;Crédit Agricole_Direction Régionale du Sud;C9FW+598, Av. General Kettani, Agadir 80000;3,1;Service rapide 👍 …;il y a un an
Crédit Agricole du Maroc;Agadir;Crédit Agricole_Direction Régionale du Sud;C9FW+598, Av. General Kettani, Agadir 80000;3,1;Mauvaise;il y a 2 ans
Crédit Agricole du Maroc;Agadir;Crédit Agricole_Direction Régionale du Sud;C9FW+598, Av. General Kettani, Agadir 80000;3,1;Excellent service.;il y a 5 ans
Crédit Agricole du Maroc;Agadir;Crédit Agricole_Direction Régionale du Sud;C9FW+598, Av. General Kettani, Agadir 80000;3,1;"Service client professionnel et amical.
Je tiens à remercier l'employé du trésor pour sa patience à me retrouver toutes les séries de billets et pièces en circulation.";il y a 5 ans
Crédit Agricole du Maroc;Agadir;Crédit Agricole_Direction Régionale du Sud;C9FW+598, Av. General Kettani, Agadir 80000;3,1;Bon service pour les gens qui ont beaucoup d'argent, les fantassins doivent attendre. Délais d'attente très longs.;il y a un an
Crédit Agricole du Maroc;Agadir;Crédit Agricole_Direction Régionale du Sud;C9FW+598, Av. General Kettani, Agadir 80000;3,1;Le Groupe Crédit Agricole du Maroc est un groupe bancaire marocain;il y a 8 ans
Crédit Agricole du Maroc;Agadir;Crédit Agricole_Direction Régionale du Sud;C9FW+598, Av. General Kettani, Agadir 80000;3,1;la banque;il y a 12 ans
Crédit Agricole du Maroc;Agadir;Crédit Agricole_Direction Régionale du Sud;C9FW+598, Av. General Kettani, Agadir 80000;3,1;Bon;il y a 10 ans
Crédit Agricole du Maroc;Oujda;Crédit Agricole;M4F5+J36, Oujda;3,3;C bien;il y a un an
Crédit Agricole du Maroc;Oujda;Crédit Agricole;M4F5+J36, Oujda;3,3;Lent service;il y a 4 ans
Crédit Agricole du Maroc;Oujda;Crédit Agricole;M4F5+J36, Oujda;3,3;Je suis arrivé à 3h58 et il m'a dit que le gardien était fermé et qu'ils ne respectaient pas l'heure;il y a un an
Crédit Agricole du Maroc;Oujda;Crédit Agricole;M3HJ+9FX, Oujda;2,3;C’est pas une banque, rien ne marche. Ca fait 4 mois que j’essaie d’accéder à mon compte bancaire, ils ne veulent pas le fermer ni me donner mon argent. malheureux. Faite attention! j’espère que vous lirez les avis avant de faire quoique ce soit avec eux !;il y a une semaine
Crédit Agricole du Maroc;Oujda;Crédit Agricole;M3HJ+9FX, Oujda;2,3;Une agence à fuir. Le personnel est irrespectueux. Tu  peux etre insulter avec des gros mots ou des mots vulgaires avec un sang froid. Quand tu rentres à cette agence tu as l'impression que tu rentres à leur maison et non pas à une agence publique qui doit choisir avec précaution le personnel travaillant.;il y a un an
Crédit Agricole du Maroc;Oujda;Crédit Agricole;M3HJ+9FX, Oujda;2,3;Normalement l'agence ouvre chaque Samedi matin, mais les employées nous renvoient  sous prétexe que le System est hors service, pourtant ça fonctionne  chez la succursale de crédit agricole de 9h à midi.;il y a 2 ans
Crédit Agricole du Maroc;Oujda;Crédit Agricole;M3HJ+9FX, Oujda;2,3;Fuyez!!!  Cette Banque est un véritable enfer,  en dehors de l'agent de sécurité tous sont totalement désagréable,  chaque passage à la Banque est un véritable supplice;il y a un an
Crédit Agricole du Maroc;Oujda;Crédit Agricole;M3HJ+9FX, Oujda;2,3;Des gens sympas;il y a 5 ans
Crédit Agricole du Maroc;Oujda;Crédit Agricole;M3MM+W2M, Boulevard Mohammed Derfoufi, Oujda;3,3;Personnel non compétant, très mauvaise accueil, je clôture mon compte immédiatement.;il y a 4 ans
Crédit Agricole du Maroc;Oujda;Crédit Agricole;M3MM+W2M, Boulevard Mohammed Derfoufi, Oujda;3,3;Personnel très sympa et très compétents et très accueillants;il y a un an
Crédit Agricole du Maroc;Oujda;Crédit Agricole;M3MM+W2M, Boulevard Mohammed Derfoufi, Oujda;3,3;Très mauvais relationnel. Personnel non compétant et accueil médiocre!;il y a 7 ans
Crédit Agricole du Maroc;Oujda;Crédit Agricole;M3MM+W2M, Boulevard Mohammed Derfoufi, Oujda;3,3;Excellente banque;il y a un an
Crédit Agricole du Maroc;Oujda;Crédit Agricole;M35P+3CM, Oujda;3,0;Ils ont refusé de m'ouvrir un compte !!;il y a 2 ans
Crédit Agricole du Maroc;Oujda;Crédit Agricole;M3HX+R9H, Oujda;3,0;Réception unique;il y a un an
Crédit Agricole du Maroc;Oujda;Crédit Agricole;M3QR+V88, P1, Oujda;4,0;Très bonne agence 👍 …;il y a 3 ans
Crédit Agricole du Maroc;Oujda;Crédit Agricole;M3QR+V88, P1, Oujda;4,0;Très bonne réception;il y a 5 ans
Crédit Agricole du Maroc;Oujda;Crédit Agricole;M3QR+V88, P1, Oujda;4,0;Crédit agricole;il y a 7 ans
Crédit Agricole du Maroc;Oujda;Crédit du Maroc;N° 4 Avenue Malika EL Fassi Quartier Jaouhara, Av. Brahim Houssaini, Oujda 20000;4,5;Un grand merci aux hôtes pour l'excellent service;il y a 7 ans
Crédit Agricole du Maroc;Meknès;Siege Credit Agricole du Maroc - Meknes;VFX2+6H3, Meknès;3,0;Etant MRE , Cela fait des mois que nous essayons  de faire un virement... à aujourd'hui la situation n est toujours pas resolu. Impossible de communiquer nibpar téléphone ni par visio ni par email. Honteux;il y a 3 ans
Crédit Agricole du Maroc;Meknès;Siege Credit Agricole du Maroc - Meknes;VFX2+6H3, Meknès;3,0;Service parfait;il y a 7 ans
Crédit Agricole du Maroc;Meknès;Siege Credit Agricole du Maroc - Meknes;VFX2+6H3, Meknès;3,0;de très bonne offre;il y a 8 ans
Crédit Agricole du Maroc;Meknès;Siege Credit Agricole du Maroc - Meknes;VFX2+6H3, Meknès;3,0;Services bancaires;il y a 7 ans
Crédit Agricole du Maroc;Meknès;Siege Credit Agricole du Maroc - Meknes;VFX2+6H3, Meknès;3,0;.le pire service de tous les temps;il y a 5 mois
Crédit Agricole du Maroc;Meknès;Groupe Crédit Agricole du Maroc;VC5V+MG9, Unnamed Road, Meknès;3,0;Service;il y a 4 ans
Crédit Agricole du Maroc;Meknès;Groupe Crédit Agricole du Maroc;VC5V+MG9, Unnamed Road, Meknès;3,0;D'accord;il y a un an
Crédit Agricole du Maroc;Meknès;Credit Agricole;VC6C+GXC، Avenue Mohammed VI, Meknes;1,5;Les services de la banque CAM ont été une grande déception. Le personnel manque de formation et d'empathie envers les clients. Les frais bancaires sont excessifs et difficiles à éviter. De plus, les machines comme les compteurs d'argent et les scanners ne fonctionnent plus, causant encore plus de frustration. Dans l'ensemble, l'expérience globale avec cette banque est très négative et je ne peux que la déconseiller.;il y a 10 mois
Crédit Agricole du Maroc;Meknès;Credit Agricole;VC6C+GXC، Avenue Mohammed VI, Meknes;1,5;L'AGENCE LA PLUS NULLE AU MONDE! C'est des incompétents et des voleurs grave.;il y a 2 ans
Crédit Agricole du Maroc;Meknès;Credit Agricole;VC6C+GXC، Avenue Mohammed VI, Meknes;1,5;Mauvaise agence avec une équipe nulle;il y a 2 ans
Crédit Agricole du Maroc;Meknès;Credit Agricole;VC6C+GXC، Avenue Mohammed VI, Meknes;1,5;Trop d'attente;il y a 7 ans
Crédit Agricole du Maroc;Meknès;Credit Agricole;VC6C+GXC، Avenue Mohammed VI, Meknes;1,5;Service client n°ghadi tandem Ila fta7ti 3ndhom;il y a 7 mois
Crédit Agricole du Maroc;Meknès;Credit Agricole;VC6C+GXC، Avenue Mohammed VI, Meknes;1,5;Obtenez plus de sécurité sur cette page3;il y a 3 ans
Crédit Agricole du Maroc;Meknès;Credit Agricole;VC6C+GXC، Avenue Mohammed VI, Meknes;1,5;Le pire service d’agence que j’ai jamais vu;il y a 4 jours
Crédit Agricole du Maroc;Meknès;Banque Credit Agricole;VCVC+R2X, Unnamed Road, Meknès;2,5;personnels très désagréable et attentes infernal à éviter cette banque;il y a 7 mois
Crédit Agricole du Maroc;Meknès;Banque Credit Agricole;VCVC+R2X, Unnamed Road, Meknès;2,5;Belle agence et bon service, ils s'occupent très bien des clients, bonne chance;il y a 3 ans
Crédit Agricole du Maroc;Meknès;Crédit agricole;WG66+G38, Meknes;2,5;Banque de crédit agricole;il y a 5 ans
Crédit Agricole du Maroc;Meknès;Crédit Agricole;00 Bd Brahim Roudani, Meknès;3,7;Service bancaires;il y a 8 ans
Crédit Agricole du Maroc;Meknès;Crédit Agricole;00 Bd Brahim Roudani, Meknès;3,7;bon personnel;il y a 7 ans
Crédit Agricole du Maroc;Meknès;Inconnu;Inconnu;0;Cela fait deux ans que j’attends un remboursement de plusieurs prélèvement abusif de la part de cette banque. Toujours rien. Et de plus le conseiller  qui est injoignable m’a bloqué! Que justice soit faite.;il y a un mois
Crédit Agricole du Maroc;Meknès;Inconnu;Inconnu;0;Un service nul pour les étudiants qui partent en France, un délai de transfert tardive, des problèmes de communication ....;il y a 3 ans
Crédit Agricole du Maroc;Meknès;Inconnu;Inconnu;0;Banque;il y a 3 mois
Crédit Agricole du Maroc;Meknès;Inconnu;Inconnu;0;Banque de renommée, filiale du Crédit Agricole France;il y a 8 ans
Crédit Agricole du Maroc;Meknès;Inconnu;Inconnu;0;Hors ligne :/;il y a 7 ans
Crédit Agricole du Maroc;Meknès;Inconnu;Inconnu;0;credit agricole du maroc;il y a 8 ans
Crédit Agricole du Maroc;Meknès;Inconnu;Inconnu;0;BIEN;il y a 2 ans
Crédit Agricole du Maroc;Meknès;Inconnu;Inconnu;0;Pour les transactions bancaires;il y a 8 ans
Crédit Agricole du Maroc;Tétouan;Crédit Agricoleالقرض الفلاحي;215 Av. Casablanca, Tétouan;3,8;Ca va;il y a 6 ans
Crédit Agricole du Maroc;Tétouan;Crédit Agricoleالقرض الفلاحي;215 Av. Casablanca, Tétouan;3,8;Ô Dieu, que tes bénédictions et ta paix soient sur notre maître Muhammad, sa famille et ses compagnons.;il y a 7 ans
Crédit Agricole du Maroc;Tétouan;Crédit Agricoleالقرض الفلاحي;215 Av. Casablanca, Tétouan;3,8;Bonjour bien;il y a 7 ans
Crédit Agricole du Maroc;Tétouan;Crédit Agricole;HJ97+WW2, Tétouan 93020;3,3;"Pire banque Crédit Agricole que j'ai faite au Maroc. Tout cela juste pour un retrait d'argent.
Très mauvais accueil, si vous cherchez une banque qui délaisse ses clients alors bingo c'est la bonne !! l'agente derrière le comptoir parle de sa vie et prend tout son temps alors que les clients attendent depuis 12 minutes. Aucun respect et en plus très hautaine. Je déconseille vivement.
Osman";il y a 4 mois
Crédit Agricole du Maroc;Tétouan;Crédit du Maroc;Av. Allal Al Fassi, Tétouan;4,0;Bon traitement;il y a 5 ans
Crédit Agricole du Maroc;Tétouan;Crédit du Maroc;HJCG+8MG, Av. Youssef Ibn Tachfine, Tétouan;;;
Crédit Agricole du Maroc;Kenitra;Crédit Agricole du Maroc;7C39+X55, Kenitra;1,0;Vous respectez pas vos horaires c nul 👌 …;il y a un an
Crédit Agricole du Maroc;Kenitra;Crédit Agricole du Maroc - Succursale de Kénitra;7C58+P8V, P4266, Kénitra;3,4;Localisation bien précise.;il y a 2 ans
Crédit Agricole du Maroc;Kenitra;Crédit Agricole du Maroc - Succursale de Kénitra;7C58+P8V, P4266, Kénitra;3,4;singe;il y a 6 ans
Crédit Agricole du Maroc;Kenitra;Crédit Agricole du Maroc - Succursale de Kénitra;7C58+P8V, P4266, Kénitra;3,4;Bon service;il y a 8 ans
